Date,investorStrategy,MoneyInvested,MoneyNotInvested,MoneyInvestedToday,PerInvestToday,TotalPortfolioValue,MPV,StdPV,maxPV,minPV,absGain,perGain,maxGain,minGain,rsi_w3,bb_w10_stdDev1.5,Open,Close,High,Low,Volume,nDay
2022-12-27 09:30:00,bia,0.0,10000.0,-0.0,-1.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,wia,10000.0,0.0,10000.0,1.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,ca,500.0,9500.0,500.0,0.05,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,random,0.0,10000.0,-0.0,-0.2617367848517076,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,bah,10000.0,0.0,10000.0,1.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,rsi,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,45.88084663155387,0.281512965377839,3843.340087890625,3844.820068359375,3845.800048828125,3797.010009765625,2819280000,0.0
2022-12-27 09:30:00,bia,0.0,10000.0,-0.0,-1.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 09:30:00,wia,9996.150715917944,0.0,0.0,1.0,9996.150715917944,9998.075357958973,1.924642041027255,10000.0,9996.150715917944,-3.84928408205451,-0.0384928408205451,-3.84928408205451,-3.84928408205451,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 16:00:00,ca,973.166947554938,9025.0,475.0,0.05,9998.16694755494,9999.08347377747,0.9165262225305923,10000.0,9998.16694755494,-1.8330524450611847,-0.0183305244506118,-1.8330524450611847,-1.8330524450611847,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 16:00:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 16:00:00,random,1833.263413773152,8166.736586226848,1833.263413773152,0.1833263413773151,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 16:00:00,bah,9963.338951098762,0.0,0.0,1.0,9963.338951098762,9981.66947554938,18.330524450619123,10000.0,9963.338951098762,-36.661048901238246,-0.3666104890123824,-36.661048901238246,-36.661048901238246,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 16:00:00,rsi,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 16:00:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3843.340087890625,3829.25,3846.64990234375,3813.219970703125,3030300000,1.0
2022-12-27 16:00:00,bia,10000.0,0.0,10000.0,1.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-27 16:00:00,wia,0.0,9959.503778895902,-9959.503778895902,-1.0,9959.503778895902,9985.218164937947,18.25059787378031,10000.0,9959.503778895902,-40.49622110409837,-0.4049622110409837,-3.8492840820563288,-36.64693702204204,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-28 09:30:00,ca,1448.2457459554716,8550.0,475.00000000000006,0.0526315789473684,9998.245745955472,9998.804231170136,0.8461479846278825,10000.0,9998.16694755494,-1.754254044528352,-0.0175425404452835,0.0787984005310136,-1.8330524450593657,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-28 09:30:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-28 09:30:00,random,2289.251956854252,7710.896484505296,455.840101721552,0.055816677433961,10000.148441359548,10000.049480453185,0.0699759279633353,10000.148441359548,10000.0,0.1484413595480873,0.0014844135954808,0.1484413595480873,0.0,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-28 09:30:00,bah,9964.145693636918,0.0,0.0,0.0,9964.145693636918,9975.828214911891,17.095206036389968,10000.0,9963.338951098762,-35.85430636308229,-0.3585430636308229,0.8067425381559588,-36.661048901238246,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-28 09:30:00,rsi,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-28 09:30:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,38.03353081822835,0.2672303886046612,3829.56005859375,3829.25,3846.64990234375,3813.219970703125,3030300000,2.0
2022-12-28 09:30:00,bia,0.0,10000.8097110237,-10000.8097110237,-1.0,10000.8097110237,10000.202427755925,0.3506151581240319,10000.8097110237,10000.0,0.8097110236994922,0.0080971102369949,0.8097110236994922,0.0,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 09:30:00,wia,9959.503778895902,0.0,9959.503778895902,1.0,9959.503778895902,9978.789568427435,19.333747731562948,10000.0,9959.503778895902,-40.49622110409837,-0.4049622110409837,0.0,-36.64693702204204,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 16:00:00,ca,1905.721060579616,8075.0,475.00000000000006,0.0555555555555555,9980.721060579615,9994.283438522509,7.864456325616395,10000.0,9980.721060579615,-19.27893942038463,-0.1927893942038463,0.0787984005310136,-17.52468537585628,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 16:00:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 16:00:00,random,270.58556603441207,9701.861485279993,-1990.965000774696,-0.8803539615670899,9972.447051314402,9993.148873168488,11.952356050822395,10000.148441359548,9972.447051314402,-27.552948685597585,-0.2755294868559758,0.1484413595480873,-27.701390045145672,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 16:00:00,bah,9843.573257081978,0.0,0.0,0.0,9843.573257081978,9942.764475454414,59.15080010283949,10000.0,9843.573257081978,-156.42674291802177,-1.564267429180218,0.8067425381559588,-120.57243655493949,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 16:00:00,rsi,10000.0,0.0,10000.0,1.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 16:00:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,21.628907080597585,0.0783928436089042,3829.56005859375,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,3.0
2022-12-28 16:00:00,bia,10000.8097110237,0.0,10000.8097110237,1.0,10000.8097110237,10000.32388440948,0.3966757694340746,10000.8097110237,10000.0,0.8097110236994922,0.0080971102369949,0.8097110236994922,0.0,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-28 16:00:00,wia,0.0,9838.987512431988,-9838.987512431988,-1.0,9838.987512431988,9950.829157228349,58.533523888169526,10000.0,9838.987512431988,-161.01248756801215,-1.6101248756801214,0.0,-120.51626646391378,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-29 09:30:00,ca,2391.918966671156,7600.0,475.00000000000006,0.0588235294117647,9991.918966671155,9993.810544152237,7.097482298657429,10000.0,9980.721060579615,-8.081033328844569,-0.0808103332884456,11.197906091540062,-17.52468537585628,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-29 09:30:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-29 09:30:00,random,265.2232108700281,9708.813785489774,-6.9523002097821,-0.0255434450447067,9974.036996359802,9989.326497806753,13.14265063663198,10000.148441359548,9972.447051314402,-25.963003640197712,-0.2596300364019771,1.5899450453998725,-27.701390045145672,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-29 09:30:00,bah,9901.413520916009,0.0,0.0,0.0,9901.413520916009,9934.494284546734,55.431380578539,10000.0,9843.573257081978,-98.58647908399143,-0.9858647908399144,57.84026383403034,-120.57243655493949,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-29 09:30:00,rsi,10058.759418275691,0.0,0.0,1.0,10058.759418275691,10011.75188365514,23.50376731027718,10058.759418275691,10000.0,58.75941827569295,0.5875941827569295,58.75941827569295,0.0,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-29 09:30:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,21.628907080597585,0.0783928436089042,3805.449951171875,3783.219970703125,3848.320068359375,3780.780029296875,3083520000,4.0
2022-12-29 09:30:00,bia,10059.573887114266,0.0,0.0,1.0,10059.573887114266,10010.198884860278,22.08414127614316,10059.573887114266,10000.0,59.573887114265744,0.5957388711426574,58.76417609056625,0.0,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 09:30:00,wia,0.0,9838.987512431988,-0.0,-1.0,9838.987512431988,9932.18888309562,67.76757052126821,10000.0,9838.987512431988,-161.01248756801215,-1.6101248756801214,0.0,-120.51626646391378,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 16:00:00,ca,2894.4684014352583,7125.0,475.0,0.0625,10019.46840143526,9998.086853699408,11.550439928096456,10019.46840143526,9980.721060579615,19.468401435258784,0.1946840143525878,27.54943476410336,-17.52468537585628,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 16:00:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 16:00:00,random,9429.004244758113,548.0875162687207,9160.726269221052,0.9435474272781026,9977.091761026832,9987.2873750101,12.834763873803157,10000.148441359548,9972.447051314402,-22.90823897316659,-0.2290823897316659,3.0547646670311224,-27.701390045145672,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 16:00:00,bah,10015.45515429396,0.0,0.0,0.0,10015.45515429396,9947.987762837938,58.91435656395672,10015.45515429396,9843.573257081978,15.455154293958913,0.1545515429395891,114.04163337795036,-120.57243655493949,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 16:00:00,rsi,10174.613316448187,0.0,0.0,0.0,10174.613316448187,10038.895455787311,64.37564320936389,10174.613316448187,10000.0,174.61331644818893,1.7461331644818894,115.8538981724978,0.0,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 16:00:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,59.36193297193372,0.6069475920060535,3805.449951171875,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,5.0
2022-12-29 16:00:00,bia,0.0,10175.437166104612,-10175.437166104612,-1.0,10175.437166104612,10033.804353609468,61.3298089721548,10175.437166104612,10000.0,175.43716610461342,1.7543716610461342,115.86327899034768,0.0,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-29 16:00:00,wia,9838.987512431988,0.0,9838.987512431988,1.0,9838.987512431988,9918.874401572244,70.71090969782318,10000.0,9838.987512431988,-161.01248756801215,-1.6101248756801214,0.0,-120.51626646391378,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-30 09:30:00,ca,3354.263982470491,6650.0,475.0,0.0666666666666666,10004.263982470491,9998.969300666706,10.90990314543474,10019.46840143526,9980.721060579615,4.263982470491101,0.042639824704911,27.54943476410517,-17.52468537585628,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-30 09:30:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-30 09:30:00,random,8122.55095545376,1805.010974503996,-1256.9234582352751,-0.1340078774990671,9927.561929957756,9978.75516857405,24.04141053089902,10000.148441359548,9927.561929957756,-72.43807004224436,-0.7243807004224436,3.0547646670293034,-49.529831069075954,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-30 09:30:00,bah,9962.844741890352,0.0,0.0,0.0,9962.844741890352,9950.110188416857,54.79129942696591,10015.45515429396,9843.573257081978,-37.15525810964755,-0.3715525810964755,114.04163337795217,-120.57243655493949,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-30 09:30:00,rsi,10121.166858511016,0.0,0.0,0.0,10121.166858511016,10050.648513319273,66.18910550017671,10174.613316448187,10000.0,121.16685851101649,1.2116685851101647,115.85389817249596,-53.44645793717064,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-30 09:30:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,59.36193297193372,0.6069475920060535,3829.06005859375,3849.280029296875,3858.18994140625,3805.449951171875,3003680000,6.0
2022-12-30 09:30:00,bia,10175.437166104612,0.0,10175.437166104612,1.0,10175.437166104612,10051.50845517136,74.0622965468095,10175.437166104612,10000.0,175.4371661046116,1.7543716610461162,115.86327899034586,0.0,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
2022-12-30 09:30:00,wia,0.0,9787.304070921986,-9787.304070921986,-1.0,9787.304070921986,9902.428110240962,79.1731782005805,10000.0,9787.304070921986,-212.69592907801416,-2.1269592907801416,0.0,-120.51626646391378,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
2022-12-30 16:00:00,ca,3838.409391239803,6175.0,475.00000000000006,0.07142857142857144,10013.409391239802,10000.774311988342,11.267395413807431,10019.46840143526,9980.721060579615,13.409391239802062,0.13409391239802063,27.549434764105172,-17.52468537585628,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
2022-12-30 16:00:00,idle,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
2022-12-30 16:00:00,random,8197.342299771753,1752.3657847896354,52.645189714360626,0.02916613275929092,9949.70808456139,9975.124283072466,24.454530244006534,10000.148441359548,9927.561929957756,-50.291915438610886,-0.5029191543861089,22.146154603633477,-49.529831069075954,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
2022-12-30 16:00:00,bah,9990.00846190343,0.0,0.0,0.0,9990.00846190343,9955.097472602676,52.923876522176194,10015.45515429396,9843.573257081978,-9.991538096570366,-0.09991538096570365,114.04163337795217,-120.57243655493949,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
2022-12-30 16:00:00,rsi,10148.762244153659,0.0,0.0,0.0,10148.762244153659,10062.91272967357,69.90171668524768,10174.613316448187,10000.0,148.76224415365868,1.4876224415365868,115.85389817249597,-53.446457937170635,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
2022-12-30 16:00:00,bb,0.0,10000.0,0.0,0.0,10000.0,10000.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,53.62803364223406,0.5778189157818141,3829.06005859375,3839.5,3839.85009765625,3800.340087890625,2979870000,7.0
